task,model,format,file,error,error_message
quest,falcon,yaml,62.txt,key_completeness,"The key 'title' is missing., The key 'reward' is missing., The key 'tasks' is missing."
quest,falcon,yaml,63.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 15, column 1:
    - Game Start
    ^"
quest,falcon,yaml,64.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,65.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,7.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,80.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,83.txt,key_completeness,"The key 'title' is missing., The key 'quest_giver' is missing."
quest,falcon,yaml,92.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,95.txt,incorrect_syntax,"expected a single document in the stream
  in ""<unicode string>"", line 1, column 1:
    id: id
    ^
but found another document
  in ""<unicode string>"", line 2, column 1:
    ---
    ^"
quest,falcon,yaml,99.txt,key_completeness,"The key 'id' is missing., The key 'objective' is missing., The key 'reward' is missing., The key 'quest_giver' is missing., The key 'tasks' is missing."
quest,gemini-pro,xml,2.txt,key_completeness,The key 'id' is missing.
quest,gemini-pro,xml,24.txt,incorrect_syntax,"not well-formed (invalid token): line 9, column 18"
quest,gemini-pro,xml,39.txt,incorrect_syntax,"not well-formed (invalid token): line 20, column 18"
quest,gemini-pro,xml,58.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gemini-pro,xml,79.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gemini-pro,xml,89.txt,key_completeness,The key 'id' is missing.
quest,gemini-pro,xml,96.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gemini-pro,xml,98.txt,key_completeness,The key 'id' is missing.
quest,gemini-pro,yaml,24.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 21, column 31:
      title: The Lord of the Rings: The Quest for the Sword of Narsil
                                  ^"
quest,gemini-pro,yaml,37.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 14, column 58:
     ... t three ingredients for the cure:
                                         ^"
quest,gemini-pro,yaml,49.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 27, column 23:
      title: Glowing Chasm: A Glowing Endeavor
                          ^"
quest,gemini-pro,yaml,66.txt,key_completeness,The root of the result is not a dictionary.
quest,gpt-3.5-turbo,xml,21.txt,key_completeness,The key 'id' is missing.
quest,gpt-3.5-turbo,xml,49.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gpt-3.5-turbo,xml,66.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gpt-3.5-turbo,xml,73.txt,incorrect_syntax,"not well-formed (invalid token): line 20, column 28"
quest,gpt-3.5-turbo,xml,91.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gpt-4,xml,100.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gpt-4,xml,16.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gpt-4,xml,3.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gpt-4,xml,35.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 19"
quest,gpt-4,xml,40.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gpt-4,xml,44.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gpt-4,xml,54.txt,key_completeness,The key 'id' is missing.
quest,gpt-4,xml,61.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 14"
quest,gpt-4,xml,7.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 24"
quest,gpt-4,xml,95.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,gpt-4,yaml,11.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      description: ""Save the kidnapped ... 
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 22, column 23:
      title: 'The Dragon\'s Captive'
                          ^"
quest,gpt-4,yaml,14.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 11, column 5:
        - 1000 Units of Gold
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 12, column 20:
        - ""Gem Finder"" Badge
                       ^"
quest,gpt-4,yaml,28.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      description: 'An old wizard need ... 
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 20, column 18:
      title: 'Wizard's Potion Ingredients'
                     ^"
quest,gpt-4,yaml,51.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 12, column 7:
        - description: 'Recover the townsf ... 
          ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 12, column 43:
     ... ription: 'Recover the townsfolk's belongings without alerting th ... 
                                         ^"
quest,llama-2,xml,14.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 25"
quest,llama-2,xml,17.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 14"
quest,llama-2,xml,18.txt,incorrect_syntax,"not well-formed (invalid token): line 6, column 27"
quest,llama-2,xml,20.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 27"
quest,llama-2,xml,21.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,llama-2,xml,22.txt,key_completeness,"The key 'id' is missing., The key 'title' is missing., The key 'objective' is missing., The key 'description' is missing., The key 'reward' is missing., The key 'quest_giver' is missing."
quest,llama-2,xml,30.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 13"
quest,llama-2,xml,36.txt,incorrect_syntax,"not well-formed (invalid token): line 24, column 0"
quest,llama-2,xml,37.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 14"
quest,llama-2,xml,42.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 13"
quest,llama-2,xml,44.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 14"
quest,llama-2,xml,46.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 3"
quest,llama-2,xml,49.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 42"
quest,llama-2,xml,50.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 14"
quest,llama-2,xml,52.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 27"
quest,llama-2,xml,56.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 18"
quest,llama-2,xml,63.txt,key_completeness,The key 'id' is missing.
quest,llama-2,xml,72.txt,incorrect_syntax,"mismatched tag: line 16, column 3"
quest,llama-2,xml,76.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 14"
quest,llama-2,xml,79.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 14"
quest,llama-2,xml,81.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 27"
quest,llama-2,xml,85.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 21"
quest,llama-2,xml,86.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 27"
quest,llama-2,xml,87.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 15"
quest,llama-2,xml,88.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 27"
quest,llama-2,xml,89.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 19"
quest,llama-2,xml,92.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,llama-2,yaml,100.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: Task description
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: Task location
        ^"
quest,llama-2,yaml,14.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: ""task description""
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: ""task location""
        ^"
quest,llama-2,yaml,15.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: Find the treasure
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: The king's castle
        ^"
quest,llama-2,yaml,17.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: task description
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: task location
        ^"
quest,llama-2,yaml,28.txt,key_completeness,The root of the result is not a dictionary.
quest,llama-2,yaml,29.txt,key_completeness,"The key 'id' is missing., The key 'title' is missing., The key 'objective' is missing., The key 'description' is missing., The key 'reward' is missing., The key 'quest_giver' is missing., The key 'tasks' is missing."
quest,llama-2,yaml,32.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: task description
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: task location
        ^"
quest,llama-2,yaml,35.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: ""Task description""
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: ""Task location""
        ^"
quest,llama-2,yaml,38.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 21, column 1:
    ```
    ^"
quest,llama-2,yaml,45.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: task description
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: task location
        ^"
quest,llama-2,yaml,46.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 21, column 1:
    ```
    ^"
quest,llama-2,yaml,5.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 8:
           - description: ""Task description""
           ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 9:
            location: ""Task location""
            ^"
quest,llama-2,yaml,50.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 13, column 1:
    ```
    ^"
quest,llama-2,yaml,51.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: task description
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: task location
        ^"
quest,llama-2,yaml,53.txt,key_completeness,The key 'title' is missing.
quest,llama-2,yaml,55.txt,key_completeness,The key 'title' is missing.
quest,llama-2,yaml,56.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: task description
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: task location
        ^"
quest,llama-2,yaml,58.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: ""task description""
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: ""task location""
        ^"
quest,llama-2,yaml,59.txt,key_completeness,The key 'title' is missing.
quest,llama-2,yaml,6.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: ""This is a task d ... 
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: ""This is a task location.""
        ^"
quest,llama-2,yaml,63.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: task description
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: task location
        ^"
quest,llama-2,yaml,66.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: task description
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: task location
        ^"
quest,llama-2,yaml,7.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
quest,llama-2,yaml,70.txt,key_completeness,The key 'title' is missing.
quest,llama-2,yaml,71.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 21, column 1:
    ```
    ^"
quest,llama-2,yaml,75.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: Find the puppy
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: The forest
        ^"
quest,llama-2,yaml,80.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: task description
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: task location
        ^"
quest,llama-2,yaml,84.txt,key_completeness,The key 'game' is missing.
quest,llama-2,yaml,9.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: ""The task descrip ... 
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: ""The task location""
        ^"
quest,llama-2,yaml,96.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: ""Task description""
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: ""Task location""
        ^"
quest,llama-2,yaml,98.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 4:
       - description: A task description.
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 5:
        location: A task location.
        ^"
quest,llama3.1,yaml,53.txt,key_completeness,The key 'title' is missing.
quest,llama3.1,yaml,58.txt,key_completeness,The key 'title' is missing.
quest,llama3.1,yaml,76.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 15, column 59:
     ... els of the mine (map coordinates: 43.72° N, 119.45° W)
                                         ^"
quest,llama3.1,yaml,79.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 16, column 7:
        - description: 'Explore the nearby ... 
          ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 18, column 49:
     ...  'Find evidence of the goblins' lair and determine their numbers.'
                                         ^"
quest,llama3.1,yaml,88.txt,key_completeness,The key 'title' is missing.
quest,llama3.1-70b,xml,14.txt,key_completeness,The key 'id' is missing.
quest,llama3.1-70b,xml,4.txt,key_completeness,The key 'id' is missing.
quest,llama3.1-70b,xml,40.txt,key_completeness,The key 'id' is missing.
quest,llama3.1-70b,xml,63.txt,key_completeness,The key 'id' is missing.
quest,llama3.1-70b,xml,82.txt,key_completeness,The key 'id' is missing.
quest,llama3.1-70b,xml,97.txt,key_completeness,The key 'id' is missing.
quest,mpt,json,67.txt,key_completeness,The key 'game' is not a dictionary.
quest,mpt,xml,1.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 13"
quest,mpt,xml,11.txt,incorrect_syntax,"no element found: line 19, column 0"
quest,mpt,xml,14.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,16.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,28.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 25"
quest,mpt,xml,3.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,36.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 13"
quest,mpt,xml,38.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,45.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 13"
quest,mpt,xml,47.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,50.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,53.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 13"
quest,mpt,xml,54.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 27"
quest,mpt,xml,57.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 13"
quest,mpt,xml,60.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 18"
quest,mpt,xml,61.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,65.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,67.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,7.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,73.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,76.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 27"
quest,mpt,xml,77.txt,key_completeness,The key 'quest_giver' is missing.
quest,mpt,xml,78.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,79.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 13"
quest,mpt,xml,8.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 13"
quest,mpt,xml,80.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 19"
quest,mpt,xml,86.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 27"
quest,mpt,xml,89.txt,incorrect_syntax,"not well-formed (invalid token): line 18, column 0"
quest,mpt,yaml,80.txt,key_completeness,The key 'title' is missing.
quest,mpt,yaml,98.txt,key_completeness,The key 'description' is missing.
story,falcon,xml,18.txt,key_completeness,The key 'beginning' is missing.
story,falcon,xml,22.txt,key_completeness,The key 'title' is missing.
story,falcon,xml,23.txt,key_completeness,The key 'game' is missing.
story,falcon,xml,25.txt,key_completeness,The key 'game' is missing.
story,falcon,xml,3.txt,incorrect_syntax,"junk after document element: line 5, column 0"
story,falcon,xml,50.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,falcon,xml,55.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,falcon,xml,59.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,falcon,xml,65.txt,key_completeness,"The key 'synopsis' is missing., The key 'beginning' is missing., The key 'ending' is missing."
story,falcon,xml,71.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,falcon,xml,77.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,falcon,yaml,18.txt,key_completeness,"The key 'title' is missing., The key 'synopsis' is missing."
story,falcon,yaml,2.txt,key_completeness,The key 'ending' is missing.
story,falcon,yaml,22.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 9, column 1:
    - name: the title   # Removed ex ... 
    ^"
story,falcon,yaml,34.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 2, column 30:
      title: The Rise of Ragnarök: An epic tale of a hero's journ ... 
                                 ^"
story,falcon,yaml,4.txt,key_completeness,The key 'title' is missing.
story,falcon,yaml,41.txt,key_completeness,"The key 'title' is missing., The key 'synopsis' is missing."
story,falcon,yaml,53.txt,key_completeness,The key 'ending' is missing.
story,falcon,yaml,55.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
story,falcon,yaml,63.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,falcon,yaml,7.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
story,falcon,yaml,73.txt,key_completeness,The key 'title' is missing.
story,falcon,yaml,83.txt,key_completeness,The key 'title' is missing.
story,gemini-pro,yaml,12.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 19:
        climate_change: True
                      ^"
story,gemini-pro,yaml,19.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 5, column 37:
        entrusted with a crucial mission: to save the universe from the  ... 
                                        ^"
story,gemini-pro,yaml,45.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 6, column 14:
      title: XCOM: Enemy Unknown
                 ^"
story,gemini-pro,yaml,48.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      beginning: In a world decimated  ... 
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 10, column 32:
      synopsis: ""Sword of Shadows"" is an epic action-adventure game ... 
                                   ^"
story,gemini-pro,yaml,69.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 2, column 29:
      title: The Legend of Zelda: Breath of the Wild
                                ^"
story,gemini-pro,yaml,78.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 9, column 19:
      title: Disciples: Sacred Land
                      ^"
story,gemini-pro,yaml,95.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 6, column 20:
      title: Revolution: Uprising
                       ^"
story,gpt-3.5-turbo,xml,2.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 0"
story,gpt-3.5-turbo,yaml,1.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 5, column 17:
      title: Rebirth: Rise of a New World
                    ^"
story,gpt-3.5-turbo,yaml,3.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      beginning: ""A young adventurer r ... 
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 4, column 47:
     ... he Quest for the Lost Artifact"" is an epic adventure game where  ... 
                                         ^"
story,gpt-3.5-turbo,yaml,48.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 9, column 34:
      title: The Chronicles of Azoria: Rise of Darkness
                                     ^"
story,gpt-3.5-turbo,yaml,66.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 17, column 26:
      title: Haunted Oakville: Curse of the Shadows
                             ^"
story,gpt-3.5-turbo,yaml,87.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 8, column 29:
      title: The Legend of Ethan: The Kingdom's Savior
                                ^"
story,gpt-4,yaml,11.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 8, column 31:
      title: Legends of Littleroot: Darkfang's Curse
                                  ^"
story,gpt-4,yaml,13.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      beginning: In a medieval world o ... 
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 14, column 27:
        ""The Fall of Shadows"" is an epic adventure that sets D ... 
                              ^"
story,gpt-4,yaml,21.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 4, column 16:
      title: Faelan: The Rise of a Guardian
                   ^"
story,gpt-4,yaml,26.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 9, column 14:
      title: Lyra: The Rise of Eldoria's Wizard
                 ^"
story,gpt-4,yaml,27.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 5, column 24:
      title: Alien Invasion: The Last Stand
                           ^"
story,gpt-4,yaml,28.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 5, column 20:
      title: Resurgence: Wasteland's Hope
                       ^"
story,gpt-4,yaml,41.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 5, column 33:
      title: The Chronicle of Oliver: The Last Sorcerer
                                    ^"
story,gpt-4,yaml,46.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 5, column 20:
      title: Spellbound: The Tale of Eldria
                       ^"
story,gpt-4,yaml,50.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 5, column 24:
      title: Uncharted Seas: The Pirate's Dilemma
                           ^"
story,gpt-4,yaml,52.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 11, column 5:
        - 'Crystal Guardian' is an epic  ... 
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 11, column 26:
        - 'Crystal Guardian' is an epic fantasy adventure gam ... 
                             ^"
story,gpt-4,yaml,57.txt,incorrect_syntax,"while scanning a simple key
  in ""<unicode string>"", line 8, column 5:
        in a city populated by humans an ... 
        ^
could not find expected ':'
  in ""<unicode string>"", line 9, column 5:
        you solve mysteries that blend s ... 
        ^"
story,gpt-4,yaml,63.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 6, column 19:
      title: Solitude : Echoes of The Void
                      ^"
story,gpt-4,yaml,65.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 6, column 21:
      title: Excalinight: Legacy of the Blacksmith
                        ^"
story,gpt-4,yaml,66.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 6, column 17:
      title: Amnesia: Regaining the Throne
                    ^"
story,gpt-4,yaml,7.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      beginning: ""In the futuristic ci ... 
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 4, column 33:
      synopsis: ""Biomorph: Rebirth"" revolves around a technologicall ... 
                                    ^"
story,gpt-4,yaml,76.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      beginning: In the realm of Etheria,
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 21, column 23:
        ""Project Etheria"" follows the journey of an appren ... 
                          ^"
story,gpt-4,yaml,8.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 6, column 25:
      title: Colony Uprising: The Last Stand
                            ^"
story,gpt-4,yaml,80.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 6, column 18:
      title: Eldrealm: The Secrets of Eldorado
                     ^"
story,gpt-4,yaml,83.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 19, column 18:
      title: CryoFall: Rise of the Survivor
                     ^"
story,gpt-4,yaml,93.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 5, column 16:
      title: Emeria: Journey Through the Forgotten Past
                   ^"
story,llama-2,xml,10.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,llama-2,xml,13.txt,key_completeness,The key 'game' is missing.
story,llama-2,xml,17.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 0"
story,llama-2,xml,39.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,llama-2,xml,41.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,llama-2,xml,53.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,llama-2,xml,56.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 0"
story,llama-2,xml,62.txt,incorrect_syntax,"not well-formed (invalid token): line 6, column 8"
story,llama-2,xml,65.txt,key_completeness,The key 'game' is missing.
story,llama-2,xml,7.txt,key_completeness,The key 'game' is missing.
story,llama-2,xml,73.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,llama-2,xml,74.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,llama-2,xml,76.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,llama-2,xml,78.txt,key_completeness,"The key 'beginning' is missing., The key 'ending' is missing."
story,llama-2,yaml,10.txt,key_completeness,The root of the result is not a dictionary.
story,llama-2,yaml,20.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
story,llama-2,yaml,28.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
story,llama-2,yaml,32.txt,key_completeness,The root of the result is not a dictionary.
