task,model,format,file,error,error_message
dialogue,gpt-3.5-turbo,xml,92.txt,incorrect_syntax,"XML or text declaration not at start of entity: line 2, column 0"
dialogue,gpt-3.5-turbo,xml,95.txt,incorrect_syntax,"XML or text declaration not at start of entity: line 2, column 0"
dialogue,gpt-3.5-turbo,xml,96.txt,incorrect_syntax,"not well-formed (invalid token): line 26, column 0"
dialogue,gpt-3.5-turbo,xml,97.txt,empty_response,No XML content found
dialogue,gpt-3.5-turbo,yaml,19.txt,empty_response,No YAML content found
dialogue,gpt-3.5-turbo,yaml,24.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      dialogues:
      ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 4:
       speaker: Player
       ^"
dialogue,gpt-4,yaml,13.txt,empty_response,No YAML content found
dialogue,gpt-4,yaml,14.txt,empty_response,No YAML content found
dialogue,gpt-4,yaml,39.txt,empty_response,No YAML content found
dialogue,gpt-4,yaml,40.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 5, column 1:
    ```python
    ^"
dialogue,gpt-4,yaml,44.txt,empty_response,No YAML content found
dialogue,gpt-4,yaml,51.txt,incorrect_syntax,"unacceptable character #x0081: special characters are not allowed
  in ""<unicode string>"", position 251"
dialogue,gpt-4,yaml,56.txt,empty_response,No YAML content found
dialogue,gpt-4,yaml,57.txt,empty_response,No YAML content found
dialogue,gpt-4,yaml,65.txt,empty_response,No YAML content found
dialogue,gpt-4,yaml,88.txt,empty_response,No YAML content found
dialogue,gpt-4,yaml,97.txt,empty_response,No YAML content found
dialogue,llama-2,json,37.txt,empty_response,No JSON content found
dialogue,llama-2,xml,1.txt,empty_response,No XML content found
dialogue,llama-2,xml,15.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
dialogue,llama-2,xml,17.txt,key_completeness,The key 'game' is missing.
dialogue,llama-2,xml,18.txt,empty_response,No XML content found
dialogue,llama-2,xml,2.txt,empty_response,No XML content found
dialogue,llama-2,xml,24.txt,empty_response,No XML content found
dialogue,llama-2,xml,26.txt,empty_response,No XML content found
dialogue,llama-2,xml,29.txt,empty_response,No XML content found
dialogue,llama-2,xml,31.txt,empty_response,No XML content found
dialogue,llama-2,xml,34.txt,empty_response,No XML content found
dialogue,llama-2,xml,36.txt,empty_response,No XML content found
dialogue,llama-2,xml,38.txt,empty_response,No XML content found
dialogue,llama-2,xml,39.txt,incorrect_syntax,"not well-formed (invalid token): line 11, column 0"
dialogue,llama-2,xml,41.txt,empty_response,No XML content found
dialogue,llama-2,xml,44.txt,empty_response,No XML content found
dialogue,llama-2,xml,47.txt,empty_response,No XML content found
dialogue,llama-2,xml,48.txt,empty_response,No XML content found
dialogue,llama-2,xml,49.txt,empty_response,No XML content found
dialogue,llama-2,xml,5.txt,empty_response,No XML content found
dialogue,llama-2,xml,52.txt,empty_response,No XML content found
dialogue,llama-2,xml,53.txt,incorrect_syntax,"XML or text declaration not at start of entity: line 2, column 0"
dialogue,llama-2,xml,54.txt,empty_response,No XML content found
dialogue,llama-2,xml,58.txt,empty_response,No XML content found
dialogue,llama-2,xml,59.txt,empty_response,No XML content found
dialogue,llama-2,xml,6.txt,empty_response,No XML content found
dialogue,llama-2,xml,60.txt,empty_response,No XML content found
dialogue,llama-2,xml,62.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 0"
dialogue,llama-2,xml,63.txt,empty_response,No XML content found
dialogue,llama-2,xml,64.txt,empty_response,No XML content found
dialogue,llama-2,xml,65.txt,empty_response,No XML content found
dialogue,llama-2,xml,7.txt,empty_response,No XML content found
dialogue,llama-2,xml,70.txt,empty_response,No XML content found
dialogue,llama-2,xml,72.txt,empty_response,No XML content found
dialogue,llama-2,xml,73.txt,empty_response,No XML content found
dialogue,llama-2,xml,74.txt,empty_response,No XML content found
dialogue,llama-2,xml,76.txt,empty_response,No XML content found
dialogue,llama-2,xml,79.txt,empty_response,No XML content found
dialogue,llama-2,xml,80.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 0"
dialogue,llama-2,xml,81.txt,empty_response,No XML content found
dialogue,llama-2,xml,87.txt,empty_response,No XML content found
dialogue,llama-2,xml,90.txt,empty_response,No XML content found
dialogue,llama-2,xml,93.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
dialogue,llama-2,xml,94.txt,empty_response,No XML content found
dialogue,llama-2,xml,96.txt,empty_response,No XML content found
dialogue,llama-2,xml,98.txt,empty_response,No XML content found
dialogue,llama-2,yaml,1.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,10.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,11.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 10, column 1:
    ```
    ^"
dialogue,llama-2,yaml,13.txt,key_completeness,The root of the result is not a dictionary.
dialogue,llama-2,yaml,14.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,17.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,19.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,21.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      dialogues:
      ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 4:
       speaker: speaker name
       ^"
dialogue,llama-2,yaml,22.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,24.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,28.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 5, column 1:
    ```yaml
    ^"
dialogue,llama-2,yaml,30.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,31.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,33.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,35.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```python
    ^"
dialogue,llama-2,yaml,37.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 4, column 1:
    ```python
    ^"
dialogue,llama-2,yaml,38.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,41.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,43.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,llama-2,yaml,47.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,5.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 4, column 1:
    ```
    ^"
dialogue,llama-2,yaml,50.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,51.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      dialogues:
      ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 4:
       speaker: speaker name
       ^"
dialogue,llama-2,yaml,52.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,53.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,55.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 8, column 24:
    def generate_dialogue():
                           ^"
dialogue,llama-2,yaml,56.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,llama-2,yaml,58.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 7, column 19:
                points: 20
                      ^"
dialogue,llama-2,yaml,59.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,6.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 4, column 3:
      dialogues:
      ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 6, column 4:
       speaker: John
       ^"
dialogue,llama-2,yaml,60.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,62.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 9, column 13:
            ""id"": 1,
                ^"
dialogue,llama-2,yaml,63.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      dialogues:
      ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 4:
       speaker: speaker name
       ^"
dialogue,llama-2,yaml,65.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,67.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,68.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,7.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,71.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,72.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,74.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,75.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,76.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 9, column 1:
    ```
    ^"
dialogue,llama-2,yaml,77.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,78.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      dialogues:
      ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 4:
       speaker: player
       ^"
dialogue,llama-2,yaml,79.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,82.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,86.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,92.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,93.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,97.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,99.txt,empty_response,No YAML content found
dialogue,llama3.1,yaml,10.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 3, column 5:
      - order: dialogue order
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 5, column 23:
        text: 'Hey, what\'s up?'
                          ^"
dialogue,llama3.1,yaml,14.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 7, column 1:
    ```
    ^"
dialogue,llama3.1,yaml,15.txt,empty_response,No YAML content found
dialogue,llama3.1,yaml,36.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 8, column 1:
    ```yaml
    ^"
dialogue,llama3.1,yaml,40.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 7, column 1:
    ```
    ^"
dialogue,llama3.1,yaml,46.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 7, column 1:
    ```
    ^"
dialogue,llama3.1,yaml,52.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,llama3.1,yaml,54.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```python
    ^"
dialogue,llama3.1,yaml,57.txt,empty_response,No YAML content found
dialogue,llama3.1,yaml,71.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 15, column 1:
    ```
    ^"
dialogue,llama3.1,yaml,8.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 3, column 5:
      - order: dialogue order
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 5, column 14:
        text: 'I've been searching for the treasu ... 
                 ^"
dialogue,llama3.1,yaml,9.txt,empty_response,No YAML content found
dialogue,llama3.1,yaml,94.txt,empty_response,No YAML content found
dialogue,llama3.1,yaml,95.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 26, column 5:
      - order: dialogue order
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 28, column 19:
        text:  'I don't know what you're talking about ... 
                      ^"
dialogue,llama3.1,yaml,96.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 24, column 1:
    ```
    ^"
dialogue,llama3.1,yaml,99.txt,empty_response,No YAML content found
dialogue,llama3.1-70b,xml,17.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 0"
dialogue,llama3.1-70b,xml,47.txt,incorrect_syntax,"not well-formed (invalid token): line 18, column 25"
dialogue,llama3.1-70b,xml,60.txt,empty_response,No XML content found
dialogue,llama3.1-70b,yaml,23.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 6, column 5:
      - order: 2
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 8, column 34:
        text: 'Thank you, Captain. I'm excited to explore this myster ... 
                                     ^"
dialogue,llama3.1-70b,yaml,24.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 8, column 71:
     ... and opening of our newest wonder: the Clockwork Spire!
                                         ^"
dialogue,llama3.1-70b,yaml,34.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 1, column 1:
    ```python
    ^"
dialogue,llama3.1-70b,yaml,58.txt,empty_response,No YAML content found
dialogue,llama3.1-70b,yaml,66.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 1, column 1:
    ```yaml
    ^"
dialogue,llama3.1-70b,yaml,81.txt,incorrect_syntax,"while scanning a quoted scalar
  in ""<unicode string>"", line 17, column 11:
        text: ""As the two leaders engage in di ... 
              ^
found unexpected end of stream
  in ""<unicode string>"", line 18, column 1:
    
    ^"
dialogue,llama3.1-70b,yaml,97.txt,empty_response,No YAML content found
dialogue,llama3.1-70b,yaml,98.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 6, column 1:
    - order: 2
    ^"
dialogue,mpt,xml,12.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 34"
dialogue,mpt,xml,73.txt,incorrect_syntax,"not well-formed (invalid token): line 28, column 14"
dialogue,mpt,yaml,10.txt,empty_response,No YAML content found
dialogue,mpt,yaml,19.txt,empty_response,No YAML content found
dialogue,mpt,yaml,27.txt,empty_response,No YAML content found
dialogue,mpt,yaml,56.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      dialogues:
      ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 4:
       speaker: Computer
       ^"
dialogue,palm,xml,34.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
dialogue,palm,xml,6.txt,empty_response,No XML content found
enemy,falcon,json,12.txt,empty_response,No JSON content found
enemy,falcon,json,28.txt,empty_response,No JSON content found
enemy,falcon,json,41.txt,key_completeness,The key 'game' is missing.
enemy,falcon,json,85.txt,empty_response,No JSON content found
enemy,falcon,xml,10.txt,empty_response,No XML content found
enemy,falcon,xml,13.txt,empty_response,No XML content found
enemy,falcon,xml,14.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 11"
enemy,falcon,xml,15.txt,empty_response,No XML content found
enemy,falcon,xml,18.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 11"
enemy,falcon,xml,21.txt,empty_response,No XML content found
enemy,falcon,xml,25.txt,empty_response,No XML content found
enemy,falcon,xml,26.txt,empty_response,No XML content found
enemy,falcon,xml,29.txt,empty_response,No XML content found
enemy,falcon,xml,3.txt,empty_response,No XML content found
enemy,falcon,xml,31.txt,empty_response,No XML content found
enemy,falcon,xml,33.txt,incorrect_syntax,"not well-formed (invalid token): line 39, column 0"
enemy,falcon,xml,34.txt,empty_response,No XML content found
enemy,falcon,xml,41.txt,empty_response,No XML content found
enemy,falcon,xml,43.txt,incorrect_syntax,"XML or text declaration not at start of entity: line 2, column 0"
enemy,falcon,xml,45.txt,empty_response,No XML content found
enemy,falcon,xml,47.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 11"
enemy,falcon,xml,49.txt,empty_response,No XML content found
enemy,falcon,xml,52.txt,empty_response,No XML content found
enemy,falcon,xml,57.txt,empty_response,No XML content found
enemy,falcon,xml,58.txt,empty_response,No XML content found
enemy,falcon,xml,59.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 11"
enemy,falcon,xml,6.txt,incorrect_syntax,"syntax error: line 1, column 0"
enemy,falcon,xml,64.txt,empty_response,No XML content found
enemy,falcon,xml,66.txt,empty_response,No XML content found
enemy,falcon,xml,67.txt,empty_response,No XML content found
enemy,falcon,xml,71.txt,empty_response,No XML content found
enemy,falcon,xml,74.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 10"
enemy,falcon,xml,78.txt,empty_response,No XML content found
enemy,falcon,xml,80.txt,empty_response,No XML content found
enemy,falcon,xml,83.txt,empty_response,No XML content found
enemy,falcon,xml,86.txt,empty_response,No XML content found
enemy,falcon,xml,87.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 8"
enemy,falcon,xml,88.txt,empty_response,No XML content found
enemy,falcon,xml,89.txt,empty_response,No XML content found
enemy,falcon,xml,9.txt,empty_response,No XML content found
enemy,falcon,xml,91.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 0"
enemy,falcon,xml,93.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
enemy,falcon,xml,94.txt,empty_response,No XML content found
enemy,falcon,xml,96.txt,empty_response,No XML content found
enemy,falcon,xml,98.txt,empty_response,No XML content found
enemy,falcon,yaml,18.txt,key_completeness,The key 'game' is missing.
enemy,falcon,yaml,2.txt,empty_response,No YAML content found
enemy,falcon,yaml,22.txt,empty_response,No YAML content found
enemy,falcon,yaml,27.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,falcon,yaml,28.txt,empty_response,No YAML content found
enemy,falcon,yaml,31.txt,empty_response,No YAML content found
enemy,falcon,yaml,42.txt,empty_response,No YAML content found
enemy,falcon,yaml,45.txt,empty_response,No YAML content found
enemy,falcon,yaml,46.txt,empty_response,No YAML content found
enemy,falcon,yaml,48.txt,empty_response,No YAML content found
enemy,falcon,yaml,51.txt,empty_response,No YAML content found
enemy,falcon,yaml,52.txt,empty_response,No YAML content found
enemy,falcon,yaml,54.txt,empty_response,No YAML content found
enemy,falcon,yaml,55.txt,empty_response,No YAML content found
enemy,falcon,yaml,71.txt,key_completeness,The root of the result is not a dictionary.
enemy,falcon,yaml,72.txt,empty_response,No YAML content found
enemy,falcon,yaml,73.txt,key_completeness,The root of the result is not a dictionary.
enemy,falcon,yaml,74.txt,empty_response,No YAML content found
enemy,falcon,yaml,76.txt,empty_response,No YAML content found
enemy,falcon,yaml,86.txt,empty_response,No YAML content found
enemy,falcon,yaml,9.txt,empty_response,No YAML content found
enemy,falcon,yaml,94.txt,empty_response,No YAML content found
enemy,gemini-pro,json,28.txt,key_completeness,The root of the result is not a dictionary.
enemy,gemini-pro,xml,57.txt,empty_response,No XML content found
enemy,gemini-pro,xml,60.txt,empty_response,No XML content found
enemy,gemini-pro,yaml,46.txt,empty_response,No YAML content found
enemy,llama-2,xml,1.txt,empty_response,No XML content found
enemy,llama-2,xml,10.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 0"
enemy,llama-2,xml,100.txt,empty_response,No XML content found
enemy,llama-2,xml,12.txt,empty_response,No XML content found
enemy,llama-2,xml,15.txt,empty_response,No XML content found
enemy,llama-2,xml,16.txt,incorrect_syntax,"XML or text declaration not at start of entity: line 2, column 0"
enemy,llama-2,xml,18.txt,empty_response,No XML content found
enemy,llama-2,xml,19.txt,empty_response,No XML content found
enemy,llama-2,xml,20.txt,empty_response,No XML content found
enemy,llama-2,xml,22.txt,empty_response,No XML content found
enemy,llama-2,xml,25.txt,empty_response,No XML content found
enemy,llama-2,xml,26.txt,incorrect_syntax,"syntax error: line 2, column 0"
enemy,llama-2,xml,27.txt,empty_response,No XML content found
enemy,llama-2,xml,28.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 11"
enemy,llama-2,xml,3.txt,empty_response,No XML content found
enemy,llama-2,xml,30.txt,incorrect_syntax,"syntax error: line 2, column 0"
enemy,llama-2,xml,33.txt,empty_response,No XML content found
enemy,llama-2,xml,34.txt,empty_response,No XML content found
enemy,llama-2,xml,37.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 0"
enemy,llama-2,xml,38.txt,empty_response,No XML content found
enemy,llama-2,xml,39.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
enemy,llama-2,xml,4.txt,empty_response,No XML content found
enemy,llama-2,xml,42.txt,empty_response,No XML content found
enemy,llama-2,xml,43.txt,empty_response,No XML content found
enemy,llama-2,xml,44.txt,empty_response,No XML content found
enemy,llama-2,xml,46.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
enemy,llama-2,xml,47.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
enemy,llama-2,xml,48.txt,empty_response,No XML content found
enemy,llama-2,xml,49.txt,empty_response,No XML content found
enemy,llama-2,xml,5.txt,empty_response,No XML content found
enemy,llama-2,xml,50.txt,empty_response,No XML content found
enemy,llama-2,xml,51.txt,empty_response,No XML content found
enemy,llama-2,xml,52.txt,incorrect_syntax,"mismatched tag: line 16, column 14"
enemy,llama-2,xml,53.txt,empty_response,No XML content found
enemy,llama-2,xml,55.txt,empty_response,No XML content found
enemy,llama-2,xml,57.txt,empty_response,No XML content found
enemy,llama-2,xml,58.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
enemy,llama-2,xml,6.txt,incorrect_syntax,"syntax error: line 1, column 0"
enemy,llama-2,xml,62.txt,incorrect_syntax,"syntax error: line 2, column 0"
enemy,llama-2,xml,63.txt,empty_response,No XML content found
enemy,llama-2,xml,64.txt,empty_response,No XML content found
enemy,llama-2,xml,65.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 0"
enemy,llama-2,xml,66.txt,empty_response,No XML content found
enemy,llama-2,xml,67.txt,empty_response,No XML content found
enemy,llama-2,xml,68.txt,empty_response,No XML content found
enemy,llama-2,xml,69.txt,empty_response,No XML content found
enemy,llama-2,xml,71.txt,empty_response,No XML content found
enemy,llama-2,xml,72.txt,empty_response,No XML content found
enemy,llama-2,xml,75.txt,incorrect_syntax,"not well-formed (invalid token): line 6, column 11"
enemy,llama-2,xml,76.txt,empty_response,No XML content found
enemy,llama-2,xml,77.txt,empty_response,No XML content found
enemy,llama-2,xml,78.txt,incorrect_syntax,"syntax error: line 1, column 0"
enemy,llama-2,xml,79.txt,empty_response,No XML content found
enemy,llama-2,xml,8.txt,empty_response,No XML content found
enemy,llama-2,xml,80.txt,incorrect_syntax,"mismatched tag: line 15, column 6"
enemy,llama-2,xml,81.txt,empty_response,No XML content found
enemy,llama-2,xml,82.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 0"
enemy,llama-2,xml,89.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 11"
enemy,llama-2,xml,9.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 8"
enemy,llama-2,xml,90.txt,empty_response,No XML content found
enemy,llama-2,xml,91.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
enemy,llama-2,xml,92.txt,empty_response,No XML content found
enemy,llama-2,xml,94.txt,empty_response,No XML content found
enemy,llama-2,xml,95.txt,empty_response,No XML content found
enemy,llama-2,xml,96.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
enemy,llama-2,xml,98.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 11"
enemy,llama-2,xml,99.txt,empty_response,No XML content found
enemy,llama-2,yaml,1.txt,empty_response,No YAML content found
enemy,llama-2,yaml,10.txt,empty_response,No YAML content found
enemy,llama-2,yaml,100.txt,empty_response,No YAML content found
enemy,llama-2,yaml,11.txt,empty_response,No YAML content found
enemy,llama-2,yaml,12.txt,empty_response,No YAML content found
enemy,llama-2,yaml,13.txt,empty_response,No YAML content found
enemy,llama-2,yaml,14.txt,empty_response,No YAML content found
enemy,llama-2,yaml,15.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 4, column 1:
    ```python
    ^"
enemy,llama-2,yaml,17.txt,empty_response,No YAML content found
enemy,llama-2,yaml,18.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      enemy:
      ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 6, column 4:
       stats:
       ^"
enemy,llama-2,yaml,2.txt,empty_response,No YAML content found
enemy,llama-2,yaml,21.txt,empty_response,No YAML content found
enemy,llama-2,yaml,22.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,24.txt,empty_response,No YAML content found
enemy,llama-2,yaml,26.txt,empty_response,No YAML content found
enemy,llama-2,yaml,27.txt,empty_response,No YAML content found
enemy,llama-2,yaml,28.txt,empty_response,No YAML content found
enemy,llama-2,yaml,29.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 6, column 6:
    Error: incorrect_syntax: while scanni ... 
         ^"
enemy,llama-2,yaml,30.txt,empty_response,No YAML content found
enemy,llama-2,yaml,31.txt,empty_response,No YAML content found
enemy,llama-2,yaml,32.txt,empty_response,No YAML content found
enemy,llama-2,yaml,33.txt,empty_response,No YAML content found
enemy,llama-2,yaml,34.txt,empty_response,No YAML content found
enemy,llama-2,yaml,35.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 4, column 1:
    ```yaml
    ^"
enemy,llama-2,yaml,36.txt,empty_response,No YAML content found
enemy,llama-2,yaml,37.txt,empty_response,No YAML content found
enemy,llama-2,yaml,38.txt,empty_response,No YAML content found
enemy,llama-2,yaml,39.txt,empty_response,No YAML content found
enemy,llama-2,yaml,4.txt,empty_response,No YAML content found
enemy,llama-2,yaml,40.txt,empty_response,No YAML content found
enemy,llama-2,yaml,42.txt,empty_response,No YAML content found
enemy,llama-2,yaml,43.txt,empty_response,No YAML content found
enemy,llama-2,yaml,44.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      enemy:
      ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 6, column 4:
       stats:
       ^"
enemy,llama-2,yaml,45.txt,empty_response,No YAML content found
enemy,llama-2,yaml,46.txt,empty_response,No YAML content found
enemy,llama-2,yaml,47.txt,empty_response,No YAML content found
enemy,llama-2,yaml,5.txt,empty_response,No YAML content found
enemy,llama-2,yaml,50.txt,empty_response,No YAML content found
enemy,llama-2,yaml,51.txt,empty_response,No YAML content found
enemy,llama-2,yaml,52.txt,empty_response,No YAML content found
enemy,llama-2,yaml,53.txt,empty_response,No YAML content found
enemy,llama-2,yaml,54.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 9:
    Template:
            ^"
enemy,llama-2,yaml,55.txt,empty_response,No YAML content found
enemy,llama-2,yaml,56.txt,empty_response,No YAML content found
enemy,llama-2,yaml,57.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,58.txt,empty_response,No YAML content found
enemy,llama-2,yaml,6.txt,empty_response,No YAML content found
enemy,llama-2,yaml,60.txt,empty_response,No YAML content found
enemy,llama-2,yaml,61.txt,empty_response,No YAML content found
enemy,llama-2,yaml,62.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,63.txt,empty_response,No YAML content found
enemy,llama-2,yaml,65.txt,empty_response,No YAML content found
